row_id,series,metric,year,value,unit,sex,age_group,nationality,country_of_origin,region,source_name,source_publication,source_table,source_url,confidence,notes
762,flow_immigration_from_abroad,count,1999,34,persons,all,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
763,flow_immigration_from_abroad,count,2000,103,persons,all,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
764,flow_immigration_from_abroad,count,2001,168,persons,all,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
765,flow_immigration_from_abroad,count,2004,226,persons,all,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
766,flow_immigration_from_abroad,count,2005,249,persons,all,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
767,flow_immigration_from_abroad,count,2006,265,persons,all,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
768,flow_immigration_from_abroad,count,2007,272,persons,all,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
769,flow_immigration_from_abroad,count,2008,188,persons,all,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
770,flow_immigration_from_abroad,count,2009,152,persons,all,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
771,flow_immigration_from_abroad,count,2010,152,persons,all,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
772,flow_immigration_from_abroad,count,2011,240,persons,all,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
773,flow_immigration_from_abroad,count,2012,312,persons,all,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
774,flow_immigration_from_abroad,count,2013,326,persons,all,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
775,flow_immigration_from_abroad,count,2014,312,persons,all,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
776,flow_immigration_from_abroad,count,2015,267,persons,all,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
777,flow_immigration_from_abroad,count,2016,328,persons,all,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
778,flow_immigration_from_abroad,count,2017,262,persons,all,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
779,flow_immigration_from_abroad,count,2018,370,persons,all,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
780,flow_immigration_from_abroad,count,2019,378,persons,all,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
781,flow_immigration_from_abroad,count,2020,175,persons,all,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
782,flow_immigration_from_abroad,count,2021,780,persons,all,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
783,flow_immigration_from_abroad,count,2022,952,persons,all,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
784,flow_immigration_from_abroad,count,2023,952,persons,all,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
785,flow_immigration_from_abroad,count,2024,1239,persons,all,45-49,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
786,flow_immigration_from_abroad,count,1998,5,persons,male,50-54,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
787,flow_immigration_from_abroad,count,2000,37,persons,male,50-54,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
788,flow_immigration_from_abroad,count,2001,47,persons,male,50-54,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
789,flow_immigration_from_abroad,count,2004,125,persons,male,50-54,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
790,flow_immigration_from_abroad,count,2005,159,persons,male,50-54,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
791,flow_immigration_from_abroad,count,2006,142,persons,male,50-54,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
792,flow_immigration_from_abroad,count,2007,163,persons,male,50-54,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
793,flow_immigration_from_abroad,count,2008,73,persons,male,50-54,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
794,flow_immigration_from_abroad,count,2009,66,persons,male,50-54,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
795,flow_immigration_from_abroad,count,2010,70,persons,male,50-54,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
796,flow_immigration_from_abroad,count,2011,87,persons,male,50-54,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
797,flow_immigration_from_abroad,count,2012,114,persons,male,50-54,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
798,flow_immigration_from_abroad,count,2013,130,persons,male,50-54,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
799,flow_immigration_from_abroad,count,2014,157,persons,male,50-54,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
800,flow_immigration_from_abroad,count,2015,123,persons,male,50-54,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
801,flow_immigration_from_abroad,count,2016,148,persons,male,50-54,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
802,flow_immigration_from_abroad,count,2017,156,persons,male,50-54,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
803,flow_immigration_from_abroad,count,2018,162,persons,male,50-54,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
804,flow_immigration_from_abroad,count,2019,162,persons,male,50-54,DZ,DZ,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
